"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","ATCC_51524","KPL3033","KPL3043","KPL3050","KPL3052","KPL3065","KPL3069","KPL3070","KPL3077","KPL3084","KPL3086","KPL3090","KPL3246","KPL3250","KPL3256","KPL3264","KPL3274","KPL3911","KPL1914","KPL1934_CDC4709_98","KPL1939_CDC4792_99","KPL1938_CDC4791_99","KPL1937_CDC4199_99","KPL1933_CDC4545_98","KPL1932_CDC4420_98","KPL1931_CDC4294_98","KPL1930_CDC2949_98","KPL1922_CDC39_95"
"GC_00001880","cloud","SOS-response transcriptional repressor LexA (RecA-mediated autopeptidase) (LexA) (PDB:1AY9)","6","6","1.0","NA","NA","","","","701","701","701.0","","","KPL3043_CDS_0716","","KPL3052_CDS_0810","KPL3065_CDS_0704","KPL3069_CDS_1424","","","","KPL3086_CDS_0705","","","","","","","","","","","","KPL1937_CDC4199_99_CDS_0048","","","","",""
"GC_00001881","cloud","","6","6","1.0","NA","NA","","","","392","392","392.0","","","KPL3043_CDS_0717","","KPL3052_CDS_0811","KPL3065_CDS_0705","","","","","KPL3086_CDS_0706","KPL3090_CDS_1539","","","","","","","","","","","KPL1937_CDC4199_99_CDS_0049","","","","",""
"GC_00001882","cloud","","6","6","1.0","NA","NA","","","","848","848","848.0","","","KPL3043_CDS_0713","","KPL3052_CDS_0807","KPL3065_CDS_0701","KPL3069_CDS_1428","","","","KPL3086_CDS_0702","","","","","","","","","","","","KPL1937_CDC4199_99_CDS_0045","","","","",""
"GC_00001883","cloud","TRAP-type C4-dicarboxylate transport system, periplasmic component (DctP) (PDB:2CEX)","6","6","1.0","NA","NA","","","","1004","1004","1004.0","","","","","","","KPL3069_CDS_0407","KPL3070_CDS_0425","","KPL3084_CDS_0430","","","","","KPL3256_CDS_1743","","","KPL3911_CDS_0431","","","","","","","","","KPL1930_CDC2949_98_CDS_0678",""
"GC_00001884","cloud","TRAP-type C4-dicarboxylate transport system, large permease component (DctQ)","6","6","1.0","NA","NA","","","","1298","1301","1300.5","","","","","","","KPL3069_CDS_0409","KPL3070_CDS_0427","","KPL3084_CDS_0432","","","","","KPL3256_CDS_1745","","","KPL3911_CDS_0433","","","","","","","","","KPL1930_CDC2949_98_CDS_0680",""
"GC_00001885","cloud","NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family (FabG) (PDB:6L1H)","6","6","1.0","NA","NA","","","","788","851","840.5","","","","","","","KPL3069_CDS_0412","KPL3070_CDS_0430","","KPL3084_CDS_0435","","","","","KPL3256_CDS_1748","","","KPL3911_CDS_0436","","","","","","","","","KPL1930_CDC2949_98_CDS_0709",""
"GC_00001886","cloud","Glucuronate isomerase (UxaC) (PDB:1J5S)","6","6","1.0","NA","NA","","","","1400","1400","1400.0","","","","","","","KPL3069_CDS_0410","KPL3070_CDS_0428","","KPL3084_CDS_0433","","","","","KPL3256_CDS_1746","","","KPL3911_CDS_0434","","","","","","","","","KPL1930_CDC2949_98_CDS_0681",""
"GC_00001887","cloud","","6","6","1.0","NA","NA","","","","167","173","171.0","","","","","KPL3052_CDS_0131","","","","","KPL3084_CDS_0105","","KPL3090_CDS_0200","KPL3246_CDS_0110","","","","","KPL3911_CDS_0106","","","","","KPL1937_CDC4199_99_CDS_0997","","","","",""
"GC_00001888","cloud","Type IV pilus assembly protein FimV (FimV)","2","6","3.0","NA","NA","","","","200","4091","1120.5","","","","","","","KPL3069_CDS_1351","","","","","","","","","","","","KPL1914_CDS_0010" "KPL1914_CDS_0003" "KPL1914_CDS_0001" "KPL1914_CDS_0004" "KPL1914_CDS_0000","","","","","","","","",""
"GC_00001889","cloud","Fructose/tagatose bisphosphate aldolase (Fba) (PDB:1B57)","6","6","1.0","NA","NA","","","","845","845","845.0","ATCC_51524_CDS_0129","","","","KPL3052_CDS_0391","","","KPL3070_CDS_0409","","KPL3084_CDS_0414","","","KPL3246_CDS_0404","","","","","KPL3911_CDS_0416","","","","","","","","","",""
"GC_00001890","cloud","Phosphotransferase system, galactitol-specific IIB component (SgaB) (PDB:5GQS)","6","6","1.0","NA","NA","","","","281","281","281.0","ATCC_51524_CDS_0124","","","","KPL3052_CDS_0396","","","KPL3070_CDS_0415","","KPL3084_CDS_0420","","","KPL3246_CDS_0409","","","","","KPL3911_CDS_0421","","","","","","","","","",""
"GC_00001891","cloud","Thiamin phosphate synthase YjbQ, UPF0047 family (YjbQ) (PDB:1VE0)","6","6","1.0","NA","NA","","","","521","521","521.0","ATCC_51524_CDS_0127","","","","KPL3052_CDS_0393","","","KPL3070_CDS_0411","","KPL3084_CDS_0416","","","KPL3246_CDS_0406","","","","","KPL3911_CDS_0418","","","","","","","","","",""
"GC_00001892","cloud","Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type) (PtsN) (PDB:2OQ3)","6","6","1.0","NA","NA","","","","464","464","464.0","ATCC_51524_CDS_0126","","","","KPL3052_CDS_0394","","","KPL3070_CDS_0412","","KPL3084_CDS_0417","","","KPL3246_CDS_0407","","","","","KPL3911_CDS_0419","","","","","","","","","",""
"GC_00001893","cloud","DNA-binding transcriptional regulator LsrR, DeoR family (DeoR) (PDB:2GNP) (PUBMED:23974133","6","6","1.0","NA","NA","","","","938","938","938.0","ATCC_51524_CDS_0130","","","","KPL3052_CDS_0390","","","KPL3070_CDS_0408","","KPL3084_CDS_0413","","","KPL3246_CDS_0403","","","","","KPL3911_CDS_0415","","","","","","","","","",""
"GC_00001894","cloud","","6","6","1.0","NA","NA","","","","233","1661","471.0","","","KPL3043_CDS_1224","","","","KPL3069_CDS_1313","","","","","","","","","","KPL3274_CDS_1194","","","","KPL1939_CDC4792_99_CDS_0073","","KPL1937_CDC4199_99_CDS_0279","","","","","KPL1922_CDC39_95_CDS_0329"
"GC_00001895","cloud","Site-specific recombinase XerD (XerD) (PDB:1A0P)","6","6","1.0","NA","NA","","","","275","1091","605.0","","","KPL3043_CDS_0711","","KPL3052_CDS_0805","KPL3065_CDS_0699","KPL3069_CDS_1430","","","","KPL3086_CDS_0700","","","","","","","","","","","","KPL1937_CDC4199_99_CDS_0043","","","","",""
"GC_00001896","cloud","Ketosteroid isomerase-related protein (YesE) (PDB:1Z1S)","6","6","1.0","NA","NA","","","","419","419","419.0","","","KPL3043_CDS_0279","","","KPL3065_CDS_0266","","","","","KPL3086_CDS_0264","","KPL3246_CDS_0269","","","","","","","","","","KPL1937_CDC4199_99_CDS_0858","","KPL1932_CDC4420_98_CDS_1117","","",""
"GC_00001897","cloud","Triosephosphate isomerase (TpiA) (PDB:1HG3)","6","6","1.0","NA","NA","","","","698","698","698.0","ATCC_51524_CDS_0128","","","","KPL3052_CDS_0392","","","KPL3070_CDS_0410","","KPL3084_CDS_0415","","","KPL3246_CDS_0405","","","","","KPL3911_CDS_0417","","","","","","","","","",""
"GC_00001898","cloud","","6","6","1.0","NA","NA","","","","131","131","131.0","","","","","","","","KPL3070_CDS_0347","","KPL3084_CDS_0352","","KPL3090_CDS_0152","","","","","KPL3274_CDS_0338","KPL3911_CDS_0354","","","","","","","","","","KPL1922_CDC39_95_CDS_1621"
"GC_00001899","cloud","Lantibiotic modifying enzyme (LcnDR2) (PDB:5DZT)","6","6","1.0","NA","NA","","","","2498","2498","2498.0","","KPL3033_CDS_0685","","","","KPL3065_CDS_0681","","","KPL3077_CDS_0151","","KPL3086_CDS_0682","KPL3090_CDS_0805","","","","","KPL3274_CDS_0693","","","","","","","","","","",""
"GC_00001900","cloud","Na+/proline symporter (PutP) (PDB:5NVA)","6","6","1.0","NA","NA","","","","1535","1535","1535.0","","","","KPL3050_CDS_0861","KPL3052_CDS_0859","","KPL3069_CDS_0854","","","","","KPL3090_CDS_0869","","","","","","","","KPL1934_CDC4709_98_CDS_1165","","","","","KPL1932_CDC4420_98_CDS_0285","","",""
"GC_00001901","cloud","","6","6","1.0","NA","NA","","","","251","1562","560.5","","KPL3033_CDS_0876","KPL3043_CDS_0738","","","KPL3065_CDS_0726","","","","","KPL3086_CDS_0727","","","","","","","","","","","KPL1938_CDC4791_99_CDS_0242","KPL1937_CDC4199_99_CDS_0070","","","","",""
"GC_00001902","cloud","","6","6","1.0","NA","NA","","","","152","152","152.0","","KPL3033_CDS_1491","","","","","","KPL3070_CDS_1406","","KPL3084_CDS_1432","","","","","","","KPL3274_CDS_1364","KPL3911_CDS_1451","","","","KPL1938_CDC4791_99_CDS_0558","","","","","",""
"GC_00001903","cloud","Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific (PtsG1)","6","6","1.0","NA","NA","","","","1424","1424","1424.0","ATCC_51524_CDS_1115","","","","","","","","","","","","KPL3246_CDS_0839","KPL3250_CDS_0807","","","","","","","KPL1939_CDC4792_99_CDS_1154","","","","","","KPL1930_CDC2949_98_CDS_1330","KPL1922_CDC39_95_CDS_1291"
"GC_00001904","cloud","Uncharacterized conserved protein, DUF871 domain (PDB:1X7F)","6","6","1.0","NA","NA","","","","1031","1031","1031.0","ATCC_51524_CDS_1114","","","","","","","","","","","","KPL3246_CDS_0840","KPL3250_CDS_0808","","","","","","","KPL1939_CDC4792_99_CDS_1153","","","","","","KPL1930_CDC2949_98_CDS_1329","KPL1922_CDC39_95_CDS_1290"
"GC_00001905","cloud","","6","6","1.0","NA","NA","","","","1181","3008","2703.5","","","","","","","","KPL3070_CDS_1559","KPL3077_CDS_1007","KPL3084_CDS_1578","","","","","KPL3256_CDS_1142","","","KPL3911_CDS_1593","","","","","","","","","","KPL1922_CDC39_95_CDS_0861"
"GC_00001906","cloud","","6","6","1.0","NA","NA","","","","224","272","246.0","","KPL3033_CDS_1099","","KPL3050_CDS_0510","KPL3052_CDS_0506","","KPL3069_CDS_0516","","KPL3077_CDS_1716","","","","","","","","","","","KPL1934_CDC4709_98_CDS_0862","","","","","","","",""
"GC_00001907","cloud","DNA-binding transcriptional regulator, MurR/RpiR family, contains HTH and SIS domains (RpiR) (PDB:2O3F)","6","6","1.0","NA","NA","","","","851","851","851.0","ATCC_51524_CDS_1117","","","","","","","","","","","","KPL3246_CDS_0837","KPL3250_CDS_0805","","","","","","","KPL1939_CDC4792_99_CDS_1156","","","","","","KPL1930_CDC2949_98_CDS_1332","KPL1922_CDC39_95_CDS_1293"
"GC_00001908","cloud","","6","6","1.0","NA","NA","","","","215","215","215.0","","KPL3033_CDS_1077","","","KPL3052_CDS_0529","","KPL3069_CDS_0530","","KPL3077_CDS_1740","","","","","","","","","","","KPL1934_CDC4709_98_CDS_0870","","","KPL1937_CDC4199_99_CDS_0195","","","","",""
"GC_00001909","cloud","Zn-dependent peptidase ImmA, M78 family (ImmA) (PDB:3DTE)","6","6","1.0","NA","NA","","","","1103","1112","1105.0","ATCC_51524_CDS_1537","KPL3033_CDS_1523","","","","","","","KPL3077_CDS_0907","","","","","","","","","","KPL1914_CDS_0612","","KPL1939_CDC4792_99_CDS_1480","","","","","KPL1931_CDC4294_98_CDS_1067","",""
"GC_00001910","cloud","","5","6","1.2","NA","NA","","","","338","338","338.0","","","","","","","KPL3069_CDS_1367","","","","","KPL3090_CDS_0145" "KPL3090_CDS_1482","","","KPL3256_CDS_0060","","","","","","","","","","KPL1932_CDC4420_98_CDS_0181","KPL1931_CDC4294_98_CDS_1058","",""
"GC_00001911","cloud","","5","6","1.2","NA","NA","","","","233","8732","2406.5","","","","","","","","","","","","","","KPL3250_CDS_1045","","","KPL3274_CDS_1019","","KPL1914_CDS_1003" "KPL1914_CDS_1002","","","","","","","KPL1931_CDC4294_98_CDS_1723","","KPL1922_CDC39_95_CDS_0110"
"GC_00001912","cloud","DNA primase (bacterial type) (DnaG) (PDB:3B39) (PUBMED:28128549)","6","6","1.0","NA","NA","","","","998","998","998.0","","KPL3033_CDS_1051","","KPL3050_CDS_0554","KPL3052_CDS_0555","","KPL3069_CDS_0557","","KPL3077_CDS_1766","","","","","","","","","","","KPL1934_CDC4709_98_CDS_0896","","","","","","","",""
"GC_00001913","cloud","ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain (SunT) (PDB:3K8U)","6","6","1.0","NA","NA","","","","1997","2045","2037.0","","KPL3033_CDS_0686","","","","KPL3065_CDS_0682","","","KPL3077_CDS_0152","","KPL3086_CDS_0683","KPL3090_CDS_0806","","","","","KPL3274_CDS_0694","","","","","","","","","","",""
"GC_00001914","cloud","","6","6","1.0","NA","NA","","","","203","203","203.0","","KPL3033_CDS_1053","","KPL3050_CDS_0552","KPL3052_CDS_0553","","KPL3069_CDS_0555","","KPL3077_CDS_1764","","","","","","","","","","","KPL1934_CDC4709_98_CDS_0894","","","","","","","",""
"GC_00001915","cloud","","6","6","1.0","NA","NA","","","","1115","8294","4323.0","","","","","","","","","","KPL3084_CDS_1566","","","","","","","","","KPL1914_CDS_1537","","","KPL1938_CDC4791_99_CDS_0686","KPL1937_CDC4199_99_CDS_0733","","KPL1932_CDC4420_98_CDS_1425","","KPL1930_CDC2949_98_CDS_0742",""
"GC_00001916","cloud","","6","6","1.0","NA","NA","","","","185","191","190.0","","KPL3033_CDS_1720","","","","","","","","","","","","KPL3250_CDS_1622","","","","","KPL1914_CDS_0411","","KPL1939_CDC4792_99_CDS_1686","","","KPL1933_CDC4545_98_CDS_1465","KPL1932_CDC4420_98_CDS_0968","","",""
"GC_00001917","cloud","","5","6","1.2","NA","NA","","","","3761","15575","8263.5","","","","","KPL3052_CDS_0626","","KPL3069_CDS_0632","","","","","","","KPL3250_CDS_0526" "KPL3250_CDS_0527","","","KPL3274_CDS_0547","KPL3911_CDS_0583","","","","","","","","","",""
"GC_00001918","cloud","","5","6","1.2","NA","NA","","","","260","296","281.5","","","","","","","KPL3069_CDS_1368","","","","","KPL3090_CDS_0144" "KPL3090_CDS_1483","","","KPL3256_CDS_0059","","","","","","","","","","KPL1932_CDC4420_98_CDS_0182","KPL1931_CDC4294_98_CDS_1057","",""
"GC_00001919","cloud","","5","6","1.2","NA","NA","","","","371","416","379.0","","","","","","","KPL3069_CDS_1373","","","","","KPL3090_CDS_1488" "KPL3090_CDS_0139","","","KPL3256_CDS_0054","","","","","","","","","","","KPL1931_CDC4294_98_CDS_1052","","KPL1922_CDC39_95_CDS_0528"
"GC_00001920","cloud","","5","6","1.2","NA","NA","","","","428","431","428.5","","","","","","","KPL3069_CDS_1369","","","","","KPL3090_CDS_0143" "KPL3090_CDS_1484","","","KPL3256_CDS_0058","","","","","","","","","","KPL1932_CDC4420_98_CDS_0183","KPL1931_CDC4294_98_CDS_1056","",""
"GC_00001921","cloud","CRISPR-Cas system type-II protein Cas9 (Cas9) (PDB:4OGC)","5","6","1.2","NA","NA","","","","1097","3452","2876.5","","","","","","","","","KPL3077_CDS_1689" "KPL3077_CDS_1690","","","","KPL3246_CDS_0496","","","","","","","","","","","KPL1933_CDC4545_98_CDS_0338","","","KPL1930_CDC2949_98_CDS_1250","KPL1922_CDC39_95_CDS_0591"
"GC_00001922","cloud","","5","6","1.2","NA","NA","","","","443","443","443.0","","","","","","","KPL3069_CDS_1370","","","","","KPL3090_CDS_1485" "KPL3090_CDS_0142","","","KPL3256_CDS_0057","","","","","","","","","","KPL1932_CDC4420_98_CDS_0184","KPL1931_CDC4294_98_CDS_1055","",""
"GC_00001923","cloud","","5","6","1.2","NA","NA","","","","194","194","194.0","","","","","","","KPL3069_CDS_1398","","","","","KPL3090_CDS_1510" "KPL3090_CDS_0111","","","KPL3256_CDS_0029","","","","","","","","","","KPL1932_CDC4420_98_CDS_0214","KPL1931_CDC4294_98_CDS_1030","",""
"GC_00001924","cloud","","5","6","1.2","NA","NA","","","","1436","1643","1516.0","","","","","","","KPL3069_CDS_1374","","","","","KPL3090_CDS_0138" "KPL3090_CDS_1489","","","KPL3256_CDS_0053","","","","","","","","","","","KPL1931_CDC4294_98_CDS_1051","","KPL1922_CDC39_95_CDS_0527"
"GC_00001925","cloud","Membrane-bound metal-dependent hydrolase YbcI, DUF457 family (YbcI)","6","6","1.0","NA","NA","","","","524","593","569.5","","KPL3033_CDS_1052","","KPL3050_CDS_0553","KPL3052_CDS_0554","","KPL3069_CDS_0556","","KPL3077_CDS_1765","","","","","","","","","","","KPL1934_CDC4709_98_CDS_0895","","","","","","","",""
"GC_00001926","cloud","Uncharacterized phage-associated protein, contains DUF4065 domain (GepA)","5","5","1.0","NA","NA","","","","509","509","509.0","","","","","","","","KPL3070_CDS_1447","KPL3077_CDS_0917","","","","","KPL3250_CDS_1438","","","KPL3274_CDS_1405","","KPL1914_CDS_0602","","","","","","","","",""
"GC_00001927","cloud","16S rRNA A1518 and A1519 N6-dimethyltransferase RsmA/KsgA/DIM1 (may also have DNA glycosylase/AP lyase activity) (RsmA) (PDB:1QYR)","5","5","1.0","NA","NA","","","","740","740","740.0","","","KPL3043_CDS_0636","KPL3050_CDS_0729","","KPL3065_CDS_0622","","","","","KPL3086_CDS_0622","","","KPL3250_CDS_0623","","","","","","","","","","","","","",""
"GC_00001928","cloud","","5","5","1.0","NA","NA","","","","134","134","134.0","","","","KPL3050_CDS_0096","","","","","KPL3077_CDS_1296","","","","","","","KPL3264_CDS_1150","","","","","","","KPL1937_CDC4199_99_CDS_1060","","","KPL1931_CDC4294_98_CDS_0786","",""
"GC_00001929","cloud","DNA-binding transcriptional regulator, XRE-family HTH domain (XRE) (PDB:1UTX)","5","5","1.0","NA","NA","","","","221","221","221.0","","","","","","KPL3065_CDS_1476","","","KPL3077_CDS_0974","","KPL3086_CDS_1489","","","","","","","","KPL1914_CDS_0552","","","","","","","KPL1931_CDC4294_98_CDS_0099","",""
"GC_00001930","cloud","","5","5","1.0","NA","NA","","","","203","221","213.8","","KPL3033_CDS_0094","KPL3043_CDS_0103","","","","","","","","","","","","","","KPL3274_CDS_0094","","","","","","","","KPL1932_CDC4420_98_CDS_1600","","KPL1930_CDC2949_98_CDS_0481",""
"GC_00001931","cloud","","5","5","1.0","NA","NA","","","","1013","1013","1013.0","","","","","","KPL3065_CDS_1479","","","KPL3077_CDS_0977","","KPL3086_CDS_1492","","","","","","","","KPL1914_CDS_0549","","","","","","","KPL1931_CDC4294_98_CDS_0102","",""
"GC_00001932","cloud","","5","5","1.0","NA","NA","","","","314","314","314.0","","","","","","","","","KPL3077_CDS_1504","","","","KPL3246_CDS_0292","KPL3250_CDS_0278","","","","","","","","","KPL1937_CDC4199_99_CDS_0834","","","","KPL1930_CDC2949_98_CDS_0897",""
"GC_00001933","cloud","","5","5","1.0","NA","NA","","","","218","218","218.0","","","KPL3043_CDS_0718","","KPL3052_CDS_0812","KPL3065_CDS_0706","","","","","KPL3086_CDS_0707","","","","","","","","","","","","KPL1937_CDC4199_99_CDS_0050","","","","",""
"GC_00001934","cloud","ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)","5","5","1.0","NA","NA","","","","1316","1316","1316.0","","","","","","","","KPL3070_CDS_1718","","KPL3084_CDS_1738","","","","","","","","KPL3911_CDS_1753","","","","KPL1938_CDC4791_99_CDS_1625","","","KPL1932_CDC4420_98_CDS_1479","","",""
"GC_00001935","cloud","DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)","5","5","1.0","NA","NA","","","","986","986","986.0","","","","","","","","KPL3070_CDS_1719","","KPL3084_CDS_1739","","","","","","","","KPL3911_CDS_1754","","","","KPL1938_CDC4791_99_CDS_1626","","","KPL1932_CDC4420_98_CDS_1480","","",""
"GC_00001936","cloud","","5","5","1.0","NA","NA","","","","218","218","218.0","","","","KPL3050_CDS_0102","","","","","KPL3077_CDS_1302","","","","","","","KPL3264_CDS_1144","","","","","","","KPL1937_CDC4199_99_CDS_1054","","","KPL1931_CDC4294_98_CDS_0780","",""
"GC_00001937","cloud","","5","5","1.0","NA","NA","","","","134","134","134.0","","","","KPL3050_CDS_0101","","","","","KPL3077_CDS_1301","","","","","","","KPL3264_CDS_1145","","","","","","","KPL1937_CDC4199_99_CDS_1055","","","KPL1931_CDC4294_98_CDS_0781","",""
"GC_00001938","cloud","DNA-binding response regulator, LytR/AlgR family (LytT) (PDB:3BS1)","5","5","1.0","NA","NA","","","","752","752","752.0","","","","KPL3050_CDS_0098","","","","","KPL3077_CDS_1298","","","","","","","KPL3264_CDS_1148","","","","","","","KPL1937_CDC4199_99_CDS_1058","","","KPL1931_CDC4294_98_CDS_0784","",""
"GC_00001939","cloud","ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)","5","5","1.0","NA","NA","","","","842","842","842.0","","","","","","","","KPL3070_CDS_1716","","KPL3084_CDS_1736","","","","","","","","KPL3911_CDS_1751","","","","KPL1938_CDC4791_99_CDS_1623","","","KPL1932_CDC4420_98_CDS_1477","","",""
"GC_00001940","cloud","","5","5","1.0","NA","NA","","","","677","677","677.0","","","","","","","","","KPL3077_CDS_1505","","","","KPL3246_CDS_0293","KPL3250_CDS_0279","","","","","","","","","KPL1937_CDC4199_99_CDS_0833","","","","KPL1930_CDC2949_98_CDS_0898",""
"GC_00001941","cloud","","5","5","1.0","NA","NA","","","","161","161","161.0","","KPL3033_CDS_0866","","KPL3050_CDS_1000","KPL3052_CDS_0994","","","","","","","","","","","","","","KPL1914_CDS_1178","KPL1934_CDC4709_98_CDS_1299","","","","","","","",""
"GC_00001942","cloud","","5","5","1.0","NA","NA","","","","104","104","104.0","","","","KPL3050_CDS_0108","","","","","KPL3077_CDS_1308","","","","","","","KPL3264_CDS_1138","","","","","","","KPL1937_CDC4199_99_CDS_1048","","","KPL1931_CDC4294_98_CDS_0233","",""
"GC_00001943","cloud","","5","5","1.0","NA","NA","","","","578","578","578.0","","","","","","","","KPL3070_CDS_1344","","","","","","","","","","KPL3911_CDS_1393","","","","KPL1938_CDC4791_99_CDS_1580","","","KPL1932_CDC4420_98_CDS_0385","","KPL1930_CDC2949_98_CDS_0324",""
"GC_00001944","cloud","ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)","5","5","1.0","NA","NA","","","","731","731","731.0","","KPL3033_CDS_1088","","","","","","","","","","","","","","","","","KPL1914_CDS_0268","","","KPL1938_CDC4791_99_CDS_1393","","","KPL1932_CDC4420_98_CDS_1568","","","KPL1922_CDC39_95_CDS_0029"
"GC_00001945","cloud","","5","5","1.0","NA","NA","","","","140","140","140.0","","KPL3033_CDS_1022","","","","","","","KPL3077_CDS_0526","","","","","","","","","","KPL1914_CDS_1009","","","","","KPL1933_CDC4545_98_CDS_0395","","","KPL1930_CDC2949_98_CDS_0638",""
"GC_00001946","cloud","Sucrose-6-phosphate hydrolase SacC, GH32 family (SacC) (PDB:1ST8)","5","5","1.0","NA","NA","","","","1478","1478","1478.0","","","","","","","","KPL3070_CDS_1715","","KPL3084_CDS_1735","","","","","","","","KPL3911_CDS_1750","","","","KPL1938_CDC4791_99_CDS_1622","","","KPL1932_CDC4420_98_CDS_1476","","",""
"GC_00001947","cloud","ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)","5","5","1.0","NA","NA","","","","902","902","902.0","","","","","","","","KPL3070_CDS_1717","","KPL3084_CDS_1737","","","","","","","","KPL3911_CDS_1752","","","","KPL1938_CDC4791_99_CDS_1624","","","KPL1932_CDC4420_98_CDS_1478","","",""
"GC_00001948","cloud","","5","5","1.0","NA","NA","","","","143","143","143.0","","","","KPL3050_CDS_0097","","","","","KPL3077_CDS_1297","","","","","","","KPL3264_CDS_1149","","","","","","","KPL1937_CDC4199_99_CDS_1059","","","KPL1931_CDC4294_98_CDS_0785","",""
"GC_00001949","cloud","","5","5","1.0","NA","NA","","","","92","92","92.0","","","KPL3043_CDS_0162","","","KPL3065_CDS_0147","","","","","KPL3086_CDS_0146","","","","","","","","KPL1914_CDS_0185","","","","","","","KPL1931_CDC4294_98_CDS_1179","",""
"GC_00001950","cloud","","5","5","1.0","NA","NA","","","","398","398","398.0","","","","","","","","KPL3070_CDS_1446","KPL3077_CDS_0916","","","","","KPL3250_CDS_1437","","","KPL3274_CDS_1404","","KPL1914_CDS_0603","","","","","","","","",""
"GC_00001951","cloud","D-mannonate dehydratase (UxuA) (PDB:1TZ9)","5","5","1.0","NA","NA","","","","1088","1088","1088.0","","","","","","","KPL3069_CDS_0411","KPL3070_CDS_0429","","KPL3084_CDS_0434","","","","","KPL3256_CDS_1747","","","KPL3911_CDS_0435","","","","","","","","","",""
"GC_00001952","cloud","","5","5","1.0","NA","NA","","","","140","140","140.0","","","","","","","","","","","","","","","","KPL3264_CDS_1101","","","","","KPL1939_CDC4792_99_CDS_0790","","KPL1937_CDC4199_99_CDS_1013","","","","KPL1930_CDC2949_98_CDS_0498","KPL1922_CDC39_95_CDS_0100"
"GC_00001953","cloud","","5","5","1.0","NA","NA","","","","254","302","273.2","","","KPL3043_CDS_0188","","","KPL3065_CDS_0173","","","","","KPL3086_CDS_0172","","","","","","","","","","","","KPL1937_CDC4199_99_CDS_0968","","","","","KPL1922_CDC39_95_CDS_1146"
"GC_00001954","cloud","CRISPR/Cas system-associated endoribonuclease Cas2 (Cas2) (PDB:2I0X)","5","5","1.0","NA","NA","","","","323","323","323.0","","","","","","","","","KPL3077_CDS_1692","","","","KPL3246_CDS_0498","","","","","","","","","","","KPL1933_CDC4545_98_CDS_0336","","","KPL1930_CDC2949_98_CDS_1252","KPL1922_CDC39_95_CDS_0593"
"GC_00001955","cloud","","4","5","1.25","NA","NA","","","","1271","2768","2213.0","","","","","","","","KPL3070_CDS_1600","","KPL3084_CDS_1620" "KPL3084_CDS_1619","","","","","","KPL3264_CDS_1384","","KPL3911_CDS_1634","","","","","","","","","",""
"GC_00001956","cloud","DNA replication protein DnaC (DnaC) (PDB:2QGZ)","4","5","1.25","NA","NA","","","","269","827","651.2","","KPL3033_CDS_0998","","","","","","","KPL3077_CDS_0503","","","","","","","KPL3264_CDS_0207" "KPL3264_CDS_0208","","","KPL1914_CDS_1033","","","","","","","","",""
"GC_00001957","cloud","","5","5","1.0","NA","NA","","","","530","620","566.0","","","","","","","","KPL3070_CDS_0364","","KPL3084_CDS_0370","","","","KPL3250_CDS_0340","","","","KPL3911_CDS_0371","KPL1914_CDS_1725","","","","","","","","",""
"GC_00001958","cloud","","5","5","1.0","NA","NA","","","","1169","1169","1169.0","","","KPL3043_CDS_0715","","KPL3052_CDS_0809","KPL3065_CDS_0703","","","","","KPL3086_CDS_0704","","","","","","","","","","","","KPL1937_CDC4199_99_CDS_0047","","","","",""
"GC_00001959","cloud","","5","5","1.0","NA","NA","","","","278","311","291.2","","","","","KPL3052_CDS_0039","","","KPL3070_CDS_0046","","KPL3084_CDS_0046","","","","","","","","KPL3911_CDS_0047","","","","","KPL1937_CDC4199_99_CDS_1113","","","","",""
"GC_00001960","cloud","","5","5","1.0","NA","NA","","","","206","206","206.0","","KPL3033_CDS_1284","","","","","KPL3069_CDS_1408","","","","","KPL3090_CDS_1522","","","","KPL3264_CDS_1781","","","","","","","KPL1937_CDC4199_99_CDS_1398","","","","",""
"GC_00001961","cloud","Uncharacterized protein RhuM, Salmonella virulence factor (RhuM)","3","5","1.67","NA","NA","","","","236","1004","581.0","","","","","","","","KPL3070_CDS_1520" "KPL3070_CDS_1521" "KPL3070_CDS_1519","","KPL3084_CDS_1538","","","","","","","","KPL3911_CDS_1556","","","","","","","","","",""
"GC_00001962","cloud","Predicted ATPase","5","5","1.0","NA","NA","","","","1889","1889","1889.0","ATCC_51524_CDS_1194","","","","","","KPL3069_CDS_0833","","KPL3077_CDS_0186","","","","","","KPL3256_CDS_0367","","","","KPL1914_CDS_1337","","","","","","","","",""
