Id,Label,Interval,nb_genes,name,product,type,partition,sub partition,partition_exact,partition_soft,length_avg,length_med,nb_organisms,Genome1,Genome2,Genome3,Genome4,Genome5,Genome6,Genome7,Genome8,Genome9,Genome10,Genome11,Genome12,Genome13,Genome14,Genome15,Genome16,Genome17,Genome18,Genome19,Genome20,Genome21,Genome22,Genome23,Genome24,Genome25,Genome26,Genome27,Genome28
2620,GC_00002621,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,560,560,1,,,,,,,,,,,,,,,,,,,,KPL1934_CDC4709_98___1607,,,,,,,,
2621,GC_00002622,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,794,794,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___948,,
2622,GC_00002623,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,857,857,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1691,,
2623,GC_00002624,,1,COG4637,Predicted ATPase,CDS,cloud,C,exact_accessory,soft_accessory,1901,1901,1,,,,,,,,,,,,,,,,,,,,,,,,KPL1933_CDC4545_98___1204,,,,
2624,GC_00002625,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,599,599,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1715,,
2625,GC_00002626,,1,COG1396,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",CDS,cloud,C,exact_accessory,soft_accessory,824,824,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___306,,,,,,,
2626,GC_00002627,,1,COG0732,Restriction endonuclease S subunit (HsdS) (PDB:1YDX),CDS,cloud,C,exact_accessory,soft_accessory,1196,1196,1,,,,,,,,,,,,,KPL3246___760,,,,,,,,,,,,,,,
2627,GC_00002628,,1,COG1175,"ABC-type sugar transport system, permease component (UgpA) (PDB:3FH6)",CDS,cloud,C,exact_accessory,soft_accessory,890,890,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___967,
2628,GC_00002629,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,227,227,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___892,,,,,
2629,GC_00002630,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1016,1016,1,ATCC_51524___1029,,,,,,,,,,,,,,,,,,,,,,,,,,,
2630,GC_00002631,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,7253,7253,1,,,KPL3043___1051,,,,,,,,,,,,,,,,,,,,,,,,,
2631,GC_00002632,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,134,134,1,,,,,,,,,,,,,,,,KPL3264___908,,,,,,,,,,,,
2632,GC_00002633,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,401,401,1,,,,,,,,,,,,,,,,,,,,KPL1934_CDC4709_98___1606,,,,,,,,
2633,GC_00002634,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,581,581,1,,KPL3033___1300,,,,,,,,,,,,,,,,,,,,,,,,,,
2634,GC_00002635,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,137,137,1,,,,,,,,,,,,,,,,,,,,,,,,KPL1933_CDC4545_98___942,,,,
2635,GC_00002636,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,962,962,1,,,,KPL3050___529,,,,,,,,,,,,,,,,,,,,,,,,
2636,GC_00002637,,1,COG0637,"Beta-phosphoglucomutase, HAD superfamily (YcjU) (PDB:3E58) (PUBMED:29684280)",CDS,cloud,C,exact_accessory,soft_accessory,668,668,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___973,
2637,GC_00002638,,1,COG5340,"Abortive phage infection protein AbiEi, antitoxin conponent of an AbiEi-AbiEii TA system (AbiEi) (PUBMED:24465005",CDS,cloud,C,exact_accessory,soft_accessory,611,611,1,,KPL3033___1671,,,,,,,,,,,,,,,,,,,,,,,,,,
2638,GC_00002639,,1,COG3593,"Predicted ATP-dependent endonuclease of the OLD family, contains P-loop ATPase and TOPRIM domains (YbjD)",CDS,cloud,C,exact_accessory,soft_accessory,1625,1625,1,,KPL3033___724,,,,,,,,,,,,,,,,,,,,,,,,,,
2639,GC_00002640,,1,COG3600,"Uncharacterized phage-associated protein, contains DUF4065 domain (GepA)",CDS,cloud,C,exact_accessory,soft_accessory,491,491,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___987,,
2640,GC_00002641,,1,COG1705,Flagellum-specific peptidoglycan hydrolase FlgJ (FlgJ) (PDB:2ZYC),CDS,cloud,C,exact_accessory,soft_accessory,1331,1331,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___1428,,,,,
2641,GC_00002642,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,320,320,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___914,,
2642,GC_00002643,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,266,266,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___1373,,,,,,
2643,GC_00002644,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,560,560,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___898,,
2644,GC_00002645,,1,COG1598,Antitoxin component HicB of the HicAB toxin-antitoxin system (HicB) (PDB:4P78) (PUBMED:19060138),CDS,cloud,C,exact_accessory,soft_accessory,377,377,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___210,,,
2645,GC_00002646,,1,COG1476,"DNA-binding transcriptional regulator, XRE-family HTH domain (XRE) (PDB:1UTX)",CDS,cloud,C,exact_accessory,soft_accessory,230,230,1,,,,,,,,,,,,KPL3090___75,,,,,,,,,,,,,,,,
2646,GC_00002647,,1,COG3421,Type III restriction endonuclease (ResIII),CDS,cloud,C,exact_accessory,soft_accessory,2741,2741,1,,,,,,,,,,,,,,,,,,,,,,,,KPL1933_CDC4545_98___1202,,,,
2647,GC_00002648,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,581,581,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1024,,
2648,GC_00002649,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,677,677,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___936,,
2649,GC_00002650,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,902,902,1,,,,,,,KPL3069___1390,,,,,,,,,,,,,,,,,,,,,
2650,GC_00002651,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,332,332,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___1230,,,,,,,
2651,GC_00002652,,1,COG1115,Na+/alanine symporter (AlsT) (PDB:6CSE),CDS,cloud,C,exact_accessory,soft_accessory,1358,1358,1,,,,KPL3050___183,,,,,,,,,,,,,,,,,,,,,,,,
2652,GC_00002653,,1,COG1132,"ABC-type multidrug transport system, ATPase and permease component (MdlB) (PDB:2HYD)",CDS,cloud,C,exact_accessory,soft_accessory,1769,1769,1,,,,,,,,,,,,,,,,KPL3264___362,,,,,,,,,,,,
2653,GC_00002654,,1,COG4973,Site-specific recombinase XerC (XerC),CDS,cloud,C,exact_accessory,soft_accessory,944,944,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___969,,
2654,GC_00002655,,1,COG4926,Phage-related protein (PblB),CDS,cloud,C,exact_accessory,soft_accessory,2105,2105,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___527
2655,GC_00002656,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,536,536,1,,,,,,,,,,,,,,,,,,,,,,,,KPL1933_CDC4545_98___1,,,,
2656,GC_00002657,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,344,344,1,,,,,,,KPL3069___1383,,,,,,,,,,,,,,,,,,,,,
2657,GC_00002658,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1022,1022,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___959,,
2658,GC_00002659,,1,COG4695,Phage portal protein BeeE (BeeE),CDS,cloud,C,exact_accessory,soft_accessory,329,329,1,,KPL3033___1082,,,,,,,,,,,,,,,,,,,,,,,,,,
2659,GC_00002660,,1,COG0286,"Type I restriction-modification system, DNA methylase subunit (HsdM) (PDB:2AR0) (PUBMED:26872910)",CDS,cloud,C,exact_accessory,soft_accessory,3257,3257,1,,,,,,,,,,,,,,,KPL3256___1079,,,,,,,,,,,,,
2660,GC_00002661,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,347,347,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___920,,
2661,GC_00002662,,1,COG5297,Cellulase/cellobiase CelA1 (CelA1),CDS,cloud,C,exact_accessory,soft_accessory,1103,1103,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___962,,
2662,GC_00002663,,1,COG1653,"ABC-type glycerol-3-phosphate transport system, periplasmic component (UgpB) (PDB:2Z8D)",CDS,cloud,C,exact_accessory,soft_accessory,1340,1340,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___966,
2663,GC_00002664,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,791,791,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___979,,
2664,GC_00002665,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,353,353,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___903,,
2665,GC_00002666,,1,COG3600,"Uncharacterized phage-associated protein, contains DUF4065 domain (GepA)",CDS,cloud,C,exact_accessory,soft_accessory,623,623,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___538
2666,GC_00002667,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,266,266,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___912,,
2667,GC_00002668,,1,COG0395,"ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)",CDS,cloud,C,exact_accessory,soft_accessory,821,821,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___1668,,,,,,,
2668,GC_00002669,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,455,455,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___310,,,,,,,
2669,GC_00002670,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,566,566,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___1376,,,,,,
2670,GC_00002671,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,335,335,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___5,,,,,,,
2671,GC_00002672,,1,COG2188,"DNA-binding transcriptional regulator, GntR family (MngR) (PDB:2WV0)",CDS,cloud,C,exact_accessory,soft_accessory,923,923,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___686,
2672,GC_00002673,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1211,1211,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___249,,,,,,
2673,GC_00002674,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,116,116,1,,,,,,,,,,,,KPL3090___1476,,,,,,,,,,,,,,,,
2674,GC_00002675,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,383,383,1,,,,,,,KPL3069___1380,,,,,,,,,,,,,,,,,,,,,
2675,GC_00002676,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,113,113,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___1381,,,,,
2676,GC_00002677,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1235,1235,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___188,,,
2677,GC_00002678,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,410,410,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___533
2678,GC_00002679,,1,COG0270,DNA-cytosine methylase (Dcm) (PDB:3LX6),CDS,cloud,C,exact_accessory,soft_accessory,437,437,1,,,,,,,,,,,,,,,,,,,,KPL1934_CDC4709_98___852,,,,,,,,
2679,GC_00002680,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,200,200,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1025,,
2680,GC_00002681,,1,COG0395,"ABC-type glycerol-3-phosphate transport system, permease component (UgpE) (PDB:1VR4)",CDS,cloud,C,exact_accessory,soft_accessory,815,815,1,,,,,,,,,,,,,,,KPL3256___1244,,,,,,,,,,,,,
2681,GC_00002682,,1,COG2253,Predicted nucleotidyltransferase component of viral defense system (PDB:4O8S),CDS,cloud,C,exact_accessory,soft_accessory,113,113,1,,KPL3033___1670,,,,,,,,,,,,,,,,,,,,,,,,,,
2682,GC_00002683,,1,COG1112,Superfamily I DNA and/or RNA helicase (DNA2) (PDB:2GJK),CDS,cloud,C,exact_accessory,soft_accessory,4472,4472,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___1235,,,,,,,
2683,GC_00002684,,1,COG1396,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",CDS,cloud,C,exact_accessory,soft_accessory,389,389,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___890,,,,,
2684,GC_00002685,,1,COG1219,"ATP-dependent protease Clp, ATPase subunit ClpX (ClpX) (PDB:3HTE)",CDS,cloud,C,exact_accessory,soft_accessory,659,659,1,,KPL3033___1298,,,,,,,,,,,,,,,,,,,,,,,,,,
2685,GC_00002686,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,356,356,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___918,,
2686,GC_00002687,,1,COG1476,"DNA-binding transcriptional regulator, XRE-family HTH domain (XRE) (PDB:1UTX)",CDS,cloud,C,exact_accessory,soft_accessory,200,200,1,,,,,,,,,,,,,,,,,,,KPL1914___1391,,,,,,,,,
2687,GC_00002688,,1,COG1595,"DNA-directed RNA polymerase specialized sigma subunit, sigma24 family (RpoE) (PDB:2Q1Z)",CDS,cloud,C,exact_accessory,soft_accessory,434,434,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___891,,,,,
2688,GC_00002689,,1,COG0463,Glycosyltransferase involved in cell wall bisynthesis (WcaA) (PDB:5MLZ),CDS,cloud,C,exact_accessory,soft_accessory,806,806,1,,,,KPL3050___1065,,,,,,,,,,,,,,,,,,,,,,,,
2689,GC_00002690,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,761,761,1,,,,,,,,,,,,,,,,,,,,,,KPL1938_CDC4791_99___247,,,,,,
2690,GC_00002691,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1202,1202,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___187,,,
2691,GC_00002692,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,395,395,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___982,,
2692,GC_00002693,,1,COG1724,"Predicted RNA binding protein YcfA, dsRBD-like fold, HicA-like mRNA interferase family (YcfA) (PDB:1WHZ) (PUBMED:16895922)",CDS,cloud,C,exact_accessory,soft_accessory,188,188,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___209,,,
2693,GC_00002694,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,296,296,1,,,,,,,,,,,,,,,,,,,KPL1914___1388,,,,,,,,,
2694,GC_00002695,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,107,107,1,,,,,,,,,,,,,,,,,,,,,,,,KPL1933_CDC4545_98___818,,,,
2695,GC_00002696,,1,COG4722,Phage-related protein YomH (YomH) (PDB:2X8K),CDS,cloud,C,exact_accessory,soft_accessory,707,707,1,,,,,,,KPL3069___1377,,,,,,,,,,,,,,,,,,,,,
2696,GC_00002697,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,203,203,1,,,,,,,,,,,,,,,,,,,KPL1914___1384,,,,,,,,,
2697,GC_00002698,,1,COG0286,"Type I restriction-modification system, DNA methylase subunit (HsdM) (PDB:2AR0) (PUBMED:26872910)",CDS,cloud,C,exact_accessory,soft_accessory,1718,1718,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___1107,,,
2698,GC_00002699,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1130,1130,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___1105,,,
2699,GC_00002700,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,380,380,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___938,,
2700,GC_00002701,,1,COG1196,Chromosome segregation ATPase Smc (Smc) (PDB:5XG3),CDS,cloud,C,exact_accessory,soft_accessory,4094,4094,1,,,,,,,KPL3069___1378,,,,,,,,,,,,,,,,,,,,,
2701,GC_00002702,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,713,713,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___523
2702,GC_00002703,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,98,98,1,,,,,,,KPL3069___578,,,,,,,,,,,,,,,,,,,,,
2703,GC_00002704,,1,COG4783,"Outer membrane protein chaperone/metalloprotease BepA/YfgC, contains M48 and TPR domains (BepA) (PDB:6AIT) (PUBMED:24003122)",CDS,cloud,C,exact_accessory,soft_accessory,1526,1526,1,,,,KPL3050___515,,,,,,,,,,,,,,,,,,,,,,,,
2704,GC_00002705,,1,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),CDS,cloud,C,exact_accessory,soft_accessory,1910,1910,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___947,,
2705,GC_00002706,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,287,287,1,,,,,,,,,,,,KPL3090___1527,,,,,,,,,,,,,,,,
2706,GC_00002707,,1,COG1476,"DNA-binding transcriptional regulator, XRE-family HTH domain (XRE) (PDB:1UTX)",CDS,cloud,C,exact_accessory,soft_accessory,212,212,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___307,,,,,,,
2707,GC_00002708,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,182,182,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1693,,
2708,GC_00002709,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1595,1595,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___953,,
2709,GC_00002710,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1490,1490,1,ATCC_51524___909,,,,,,,,,,,,,,,,,,,,,,,,,,,
2710,GC_00002711,,1,COG0756,dUTP pyrophosphatase (dUTPase) (Dut) (PDB:1DUC),CDS,cloud,C,exact_accessory,soft_accessory,539,539,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1712,,
2711,GC_00002712,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,152,152,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___927,,
2712,GC_00002713,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,245,245,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___242,,,
2713,GC_00002714,,1,COG0507,ATPase/5-3 helicase helicase subunit RecD of the DNA repair enzyme RecBCD (exonuclease V) (RecD) (PDB:1W36) (PUBMED:29901759,CDS,cloud,C,exact_accessory,soft_accessory,1958,1958,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1714,,
2714,GC_00002715,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,791,791,1,,,,,,,,,,,,KPL3090___73,,,,,,,,,,,,,,,,
2715,GC_00002716,,1,COG1131,"ABC-type multidrug transport system, ATPase component (CcmA) (PDB:5DO7)",CDS,cloud,C,exact_accessory,soft_accessory,848,848,1,,,,,,,,,,,,,,,KPL3256___1519,,,,,,,,,,,,,
2716,GC_00002717,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,584,584,1,,,,,,,KPL3069___1388,,,,,,,,,,,,,,,,,,,,,
2717,GC_00002718,,1,COG0610,"Type I site-specific restriction-modification system, R (restriction) subunit and related helicases ... (PDB:2W00)",CDS,cloud,C,exact_accessory,soft_accessory,3116,3116,1,,,,,,,,,,,,,KPL3246___761,,,,,,,,,,,,,,,
2718,GC_00002719,,1,COG0587,"DNA polymerase III, alpha subunit (DnaE) (PDB:2HNH)",CDS,cloud,C,exact_accessory,soft_accessory,1169,1169,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1707,,
2719,GC_00002720,,1,COG1609,"DNA-binding transcriptional regulator, LacI/PurR family (PurR) (PDB:1BDH)",CDS,cloud,C,exact_accessory,soft_accessory,1031,1031,1,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1930_CDC2949_98___969,
2720,GC_00002721,,1,COG0210,Superfamily I DNA or RNA helicase (UvrD) (PDB:6PPR),CDS,cloud,C,exact_accessory,soft_accessory,1202,1202,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1696,,
2721,GC_00002722,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,929,929,1,,,,,,,KPL3069___1387,,,,,,,,,,,,,,,,,,,,,
2722,GC_00002723,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,524,524,1,,,,,,,,,,,,KPL3090___72,,,,,,,,,,,,,,,,
2723,GC_00002724,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1088,1088,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___971,,
2724,GC_00002725,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,392,392,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___539
2725,GC_00002726,,1,COG3775,"Phosphotransferase system, galactitol-specific IIC component (SgcC)",CDS,cloud,C,exact_accessory,soft_accessory,1346,1346,1,ATCC_51524___697,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,GC_00002727,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,212,212,1,,,,,,,,,,,,,,,,,,,,,,,KPL1937_CDC4199_99___80,,,,,
2727,GC_00002728,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1943,1943,1,ATCC_51524___1030,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,GC_00002729,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,236,236,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___926,,
2729,GC_00002730,,1,COG0740,"ATP-dependent protease ClpP, protease subunit (ClpP) (PDB:1TG6)",CDS,cloud,C,exact_accessory,soft_accessory,839,839,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___516
2730,GC_00002731,,1,COG2207,AraC-type DNA-binding domain and AraC-containing proteins (AraC) (PDB:1BL0),CDS,cloud,C,exact_accessory,soft_accessory,968,968,1,,,,,,,,,,,,,,,,KPL3264___361,,,,,,,,,,,,
2731,GC_00002732,,1,COG1787,"Endonuclease, HJR/Mrr/RecB family",CDS,cloud,C,exact_accessory,soft_accessory,2792,2792,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1335,,
2732,GC_00002733,,1,COG1396,"Transcriptional regulator, contains XRE-family HTH domain (HipB) (PDB:1ADR)",CDS,cloud,C,exact_accessory,soft_accessory,338,338,1,,,,,,,,,,,,,,,,,,,,,,,,,KPL1932_CDC4420_98___219,,,
2733,GC_00002734,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,368,368,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1709,,
2734,GC_00002735,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,383,383,1,,,,,,,,,,,,KPL3090___124,,,,,,,,,,,,,,,,
2735,GC_00002736,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1511,1511,1,,,,,,,KPL3069___1391,,,,,,,,,,,,,,,,,,,,,
2736,GC_00002737,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1592,1592,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___954,,
2737,GC_00002738,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1127,1127,1,,,,,,,,,,,,,,,,,,,,,,,,KPL1933_CDC4545_98___817,,,,
2738,GC_00002739,,1,COG4695,Phage portal protein BeeE (BeeE),CDS,cloud,C,exact_accessory,soft_accessory,1127,1127,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___515
2739,GC_00002740,,1,COG1961,Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT),CDS,cloud,C,exact_accessory,soft_accessory,215,215,1,ATCC_51524___917,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740,GC_00002741,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,107,107,1,ATCC_51524___913,,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,GC_00002742,,1,COG1476,"DNA-binding transcriptional regulator, XRE-family HTH domain (XRE) (PDB:1UTX)",CDS,cloud,C,exact_accessory,soft_accessory,212,212,1,,,,,,,KPL3069___1424,,,,,,,,,,,,,,,,,,,,,
2742,GC_00002743,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,377,377,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1922_CDC39_95___520
2743,GC_00002744,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,422,422,1,ATCC_51524___870,,,,,,,,,,,,,,,,,,,,,,,,,,,
2744,GC_00002745,,1,COG0235,"5-methylthioribulose/5-deoxyribulose/Fuculose 1-phosphate aldolase (methionine salvage, sugar degradation) (AraD) (PDB:1FUA) (PUBMED:31950558)",CDS,cloud,C,exact_accessory,soft_accessory,818,818,1,ATCC_51524___698,,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,GC_00002746,,1,COG1192,ParA-like ATPase involved in chromosome/plasmid partitioning or cellulose biosynthesis protein BcsQ (ParA) (PDB:6NOO),CDS,cloud,C,exact_accessory,soft_accessory,845,845,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___945,,
2746,GC_00002747,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,1139,1139,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___976,,
2747,GC_00002748,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,356,356,1,,,,,,,,,,,,KPL3090___1514,,,,,,,,,,,,,,,,
2748,GC_00002749,,1,COG4926,Phage-related protein (PblB),CDS,cloud,C,exact_accessory,soft_accessory,2126,2126,1,,,,,,,KPL3069___1376,,,,,,,,,,,,,,,,,,,,,
2749,GC_00002750,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,401,401,1,,,,,,,,,,,,KPL3090___1475,,,,,,,,,,,,,,,,
2750,GC_00002751,,1,,,CDS,cloud,C,exact_accessory,soft_accessory,344,344,1,,,,,,,,,,,,,,,,,,,,,KPL1939_CDC4792_99___211,,,,,,,
2751,GC_00002752,,1,COG1780,"Flavodoxin NrdI, NrdF-interacting activator of class Ib ribonucleotide reductase (NrdI) (PDB:1RLJ) (PUBMED:20688982)",CDS,cloud,C,exact_accessory,soft_accessory,476,476,1,,,,,,,,,,,,,,,,,,,,,,,,,,KPL1931_CDC4294_98___1721,,
