locus_tag	ftype	length_bp	gene	EC_number	COG	product
OGOEKMLN_00726	CDS	1035	mro	5.1.3.3	COG2017	Aldose 1-epimerase
OGOEKMLN_00727	CDS	1173	galK_2	2.7.1.6	COG0153	Galactokinase
OGOEKMLN_00728	CDS	1047	ddl	6.3.2.4		D-alanine--D-alanine ligase
OGOEKMLN_00729	CDS	1377	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
OGOEKMLN_00730	CDS	360	acpS	2.7.8.7	COG0736	Holo-[acyl-carrier-protein] synthase
OGOEKMLN_00731	CDS	357	ndoA	3.1.27.-	COG2337	Endoribonuclease EndoA
OGOEKMLN_00732	CDS	648				hypothetical protein
OGOEKMLN_00733	CDS	708	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
OGOEKMLN_00734	CDS	372				hypothetical protein
OGOEKMLN_00735	CDS	939	kdgK	2.7.1.45	COG0524	2-dehydro-3-deoxygluconokinase
OGOEKMLN_00736	CDS	639	kdgA		COG0800	KHG/KDPG aldolase
OGOEKMLN_00737	CDS	789		1.-.-.-	COG1028	putative oxidoreductase
OGOEKMLN_00738	tRNA	76				tRNA-Asp(gtc)
OGOEKMLN_00739	tRNA	71				tRNA-Gly(tcc)
OGOEKMLN_00740	tRNA	76				tRNA-Ile(gat)
OGOEKMLN_00741	tRNA	91				tRNA-Ser(gct)
OGOEKMLN_00742	tRNA	72				tRNA-Glu(ttc)
OGOEKMLN_00743	tRNA	90				tRNA-Ser(tga)
OGOEKMLN_00744	tRNA	76				tRNA-Asp(gtc)
OGOEKMLN_00745	CDS	669	tenA_1	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
OGOEKMLN_00746	CDS	789				hypothetical protein
OGOEKMLN_00747	CDS	1350	glmM	5.4.2.10	COG1109	Phosphoglucosamine mutase
OGOEKMLN_00748	CDS	972	cdaR_1		COG4856	CdaA regulatory protein CdaR
OGOEKMLN_00749	CDS	843	dacA_1	2.7.7.85	COG1624	Diadenylate cyclase
OGOEKMLN_00750	tRNA	74				tRNA-Gln(ttg)
OGOEKMLN_00751	tRNA	84				tRNA-Tyr(gta)
OGOEKMLN_00752	tRNA	72				tRNA-Glu(ttc)
OGOEKMLN_00753	CDS	270				hypothetical protein
OGOEKMLN_00754	CDS	741				hypothetical protein
OGOEKMLN_00755	CDS	1590	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
OGOEKMLN_00756	CDS	552				hypothetical protein
OGOEKMLN_00757	CDS	1746				hypothetical protein
OGOEKMLN_00758	CDS	582				hypothetical protein
OGOEKMLN_00759	CDS	1023	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
OGOEKMLN_00760	CDS	2637	adhE		COG1012	Aldehyde-alcohol dehydrogenase
OGOEKMLN_00761	CDS	558	lemA		COG1704	Protein LemA
OGOEKMLN_00762	CDS	900	htpX	3.4.24.-	COG0501	Protease HtpX 
OGOEKMLN_00763	CDS	894	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
OGOEKMLN_00764	CDS	168				hypothetical protein
OGOEKMLN_00765	CDS	2166	lnpA	2.4.1.211		1,3-beta-galactosyl-N-acetylhexosamine phosphorylase
OGOEKMLN_00766	CDS	876	ngcG_1		COG0395	Diacetylchitobiose uptake system permease protein NgcG
OGOEKMLN_00767	CDS	891	ngcF_1		COG1175	Diacetylchitobiose uptake system permease protein NgcF
OGOEKMLN_00768	CDS	1368	ngcE			Diacetylchitobiose binding protein NgcE
OGOEKMLN_00769	CDS	1089	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
OGOEKMLN_00770	CDS	834	rhaR_2			HTH-type transcriptional activator RhaR
OGOEKMLN_00771	CDS	1323				hypothetical protein
OGOEKMLN_00772	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
OGOEKMLN_00773	CDS	666	yfbR	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
OGOEKMLN_00774	CDS	861				hypothetical protein
OGOEKMLN_00775	CDS	630				hypothetical protein
OGOEKMLN_00776	CDS	921				hypothetical protein
OGOEKMLN_00777	CDS	888	ftsX		COG2177	Cell division protein FtsX
OGOEKMLN_00778	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
OGOEKMLN_00779	CDS	873	rbn	3.1.-.-	COG1234	Ribonuclease BN
OGOEKMLN_00780	CDS	2580	smc_1			Chromosome partition protein Smc
OGOEKMLN_00781	CDS	468				hypothetical protein
OGOEKMLN_00782	CDS	204				hypothetical protein
OGOEKMLN_00783	CDS	447				hypothetical protein
OGOEKMLN_00784	CDS	171				hypothetical protein
OGOEKMLN_00785	CDS	303				hypothetical protein
OGOEKMLN_00786	CDS	516	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
OGOEKMLN_00787	CDS	957	hpr	1.1.1.81	COG1052	Hydroxypyruvate reductase
OGOEKMLN_00788	CDS	186				hypothetical protein
OGOEKMLN_00789	CDS	192				hypothetical protein
OGOEKMLN_00790	CDS	1434	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
OGOEKMLN_00791	CDS	414	mrnC	3.1.26.-	COG1939	Mini-ribonuclease 3
OGOEKMLN_00792	CDS	747		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
OGOEKMLN_00793	CDS	2307				hypothetical protein
OGOEKMLN_00794	CDS	870	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
OGOEKMLN_00795	CDS	732		5.1.1.13		Aspartate racemase
OGOEKMLN_00796	CDS	1248		6.3.1.12		D-aspartate ligase
OGOEKMLN_00797	CDS	1575	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
OGOEKMLN_00798	CDS	1614				hypothetical protein
OGOEKMLN_00799	CDS	411				hypothetical protein
OGOEKMLN_00800	CDS	1473	amyS	3.2.1.1		Alpha-amylase
OGOEKMLN_00801	CDS	516				hypothetical protein
OGOEKMLN_00802	CDS	951	manZ		COG3716	PTS system mannose-specific EIID component
OGOEKMLN_00803	CDS	798	manY		COG3715	PTS system mannose-specific EIIC component
OGOEKMLN_00804	CDS	978	manX_1	2.7.1.191		PTS system mannose-specific EIIAB component
OGOEKMLN_00805	CDS	492	manX_2	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
OGOEKMLN_00806	CDS	258				hypothetical protein
OGOEKMLN_00807	CDS	267				hypothetical protein
OGOEKMLN_00808	CDS	243				hypothetical protein
OGOEKMLN_00809	CDS	957				hypothetical protein
OGOEKMLN_00810	CDS	246				hypothetical protein
OGOEKMLN_00811	CDS	633				hypothetical protein
OGOEKMLN_00812	CDS	282				hypothetical protein
OGOEKMLN_00813	CDS	165				hypothetical protein
OGOEKMLN_00814	CDS	522				hypothetical protein
OGOEKMLN_00815	CDS	2766	norR			Anaerobic nitric oxide reductase transcription regulator NorR
OGOEKMLN_00816	CDS	288				hypothetical protein
OGOEKMLN_00817	CDS	195				hypothetical protein
OGOEKMLN_00818	CDS	1281	rpoN1_2		COG1508	RNA polymerase sigma-54 factor 1
OGOEKMLN_00819	CDS	1005	iolG	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
OGOEKMLN_00820	CDS	954	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
OGOEKMLN_00821	CDS	330				hypothetical protein
OGOEKMLN_00822	CDS	561				hypothetical protein
OGOEKMLN_00823	CDS	603	rlmG	2.1.1.174	COG2813	Ribosomal RNA large subunit methyltransferase G
OGOEKMLN_00824	tRNA	75				tRNA-Val(gac)
OGOEKMLN_00825	CDS	390				hypothetical protein
OGOEKMLN_00826	CDS	1269	tyrS	6.1.1.1		Tyrosine--tRNA ligase
OGOEKMLN_00827	CDS	1389	tcyP_1		COG1823	L-cystine uptake protein TcyP
OGOEKMLN_00828	CDS	975	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
OGOEKMLN_00829	CDS	462				hypothetical protein
OGOEKMLN_00830	CDS	945	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
OGOEKMLN_00831	CDS	225	acpP_1		COG0236	Acyl carrier protein
OGOEKMLN_00832	CDS	972		1.6.5.11	COG2070	NADH:quinone reductase
OGOEKMLN_00833	CDS	948	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
OGOEKMLN_00834	CDS	723	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
OGOEKMLN_00835	CDS	1254	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
OGOEKMLN_00836	CDS	495	accB			Biotin carboxyl carrier protein of acetyl-CoA carboxylase
OGOEKMLN_00837	CDS	435	fabZ	4.2.1.59		3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
OGOEKMLN_00838	CDS	1365	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
OGOEKMLN_00839	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
OGOEKMLN_00840	CDS	786	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
OGOEKMLN_00841	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
OGOEKMLN_00842	CDS	633	rplC		COG0087	50S ribosomal protein L3
OGOEKMLN_00843	CDS	624	rplD		COG0088	50S ribosomal protein L4
OGOEKMLN_00844	CDS	291	rplW			50S ribosomal protein L23
OGOEKMLN_00845	CDS	846	rplB		COG0090	50S ribosomal protein L2
OGOEKMLN_00846	CDS	279	rpsS			30S ribosomal protein S19
OGOEKMLN_00847	CDS	357	rplV			50S ribosomal protein L22
OGOEKMLN_00848	CDS	657	rpsC		COG0092	30S ribosomal protein S3
OGOEKMLN_00849	CDS	432	rplP		COG0197	50S ribosomal protein L16
OGOEKMLN_00850	CDS	195	rpmC		COG0255	50S ribosomal protein L29
OGOEKMLN_00851	CDS	264	rpsQ			30S ribosomal protein S17
OGOEKMLN_00852	CDS	369	rplN			50S ribosomal protein L14
OGOEKMLN_00853	CDS	303	rplX			50S ribosomal protein L24
OGOEKMLN_00854	CDS	540	rplE		COG0094	50S ribosomal protein L5
OGOEKMLN_00855	CDS	186	rpsZ		COG0199	30S ribosomal protein S14 type Z
OGOEKMLN_00856	CDS	399	rpsH			30S ribosomal protein S8
OGOEKMLN_00857	CDS	537	rplF			50S ribosomal protein L6
OGOEKMLN_00858	CDS	360	rplR			50S ribosomal protein L18
OGOEKMLN_00859	CDS	510	rpsE		COG0098	30S ribosomal protein S5
OGOEKMLN_00860	CDS	183	rpmD			50S ribosomal protein L30
OGOEKMLN_00861	CDS	441	rplO			50S ribosomal protein L15
OGOEKMLN_00862	CDS	1317	secY			Protein translocase subunit SecY
OGOEKMLN_00863	CDS	645	adk	2.7.4.3		Adenylate kinase
OGOEKMLN_00864	CDS	219	infA			Translation initiation factor IF-1
OGOEKMLN_00865	CDS	366	rpsM		COG0099	30S ribosomal protein S13
OGOEKMLN_00866	CDS	399	rpsK			30S ribosomal protein S11
OGOEKMLN_00867	CDS	942	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
OGOEKMLN_00868	CDS	420	rplQ		COG0203	50S ribosomal protein L17
OGOEKMLN_00869	CDS	1503	nylA_1	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
OGOEKMLN_00870	CDS	840	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
OGOEKMLN_00871	CDS	885	ecfA2	3.6.3.-		Energy-coupling factor transporter ATP-binding protein EcfA2
OGOEKMLN_00872	CDS	798	ecfT			Energy-coupling factor transporter transmembrane protein EcfT
OGOEKMLN_00873	CDS	750	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
OGOEKMLN_00874	CDS	333				Glycine cleavage system H-like protein
OGOEKMLN_00875	CDS	831		3.2.1.-		Protein-ADP-ribose hydrolase
OGOEKMLN_00876	CDS	888		2.4.2.-		Protein ADP-ribosyltransferase
OGOEKMLN_00877	CDS	1023		6.3.1.20		Lipoate--protein ligase 2
OGOEKMLN_00878	CDS	999				hypothetical protein
OGOEKMLN_00879	CDS	1656	dppE		COG4166	Dipeptide-binding protein DppE
OGOEKMLN_00880	CDS	936	oppB		COG0601	Oligopeptide transport system permease protein OppB
OGOEKMLN_00881	CDS	1074	dppC		COG1173	Dipeptide transport system permease protein DppC
OGOEKMLN_00882	CDS	1044	oppD_2		COG0444	Oligopeptide transport ATP-binding protein OppD
OGOEKMLN_00883	CDS	858	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
OGOEKMLN_00884	CDS	1497	nylA_2	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
OGOEKMLN_00885	CDS	849				hypothetical protein
OGOEKMLN_00886	CDS	1245				hypothetical protein
OGOEKMLN_00887	CDS	1650		6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase FadD13
OGOEKMLN_00888	CDS	2259	fadN	1.1.1.35	COG1024	putative 3-hydroxyacyl-CoA dehydrogenase
OGOEKMLN_00889	CDS	1218	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
OGOEKMLN_00890	CDS	927		1.6.5.11	COG2070	NADH:quinone reductase
OGOEKMLN_00891	CDS	1200	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
OGOEKMLN_00892	CDS	930	metQ_3		COG1464	D-methionine-binding lipoprotein MetQ
OGOEKMLN_00893	CDS	948				hypothetical protein
OGOEKMLN_00894	CDS	1197		1.-.-.-		putative oxidoreductase
OGOEKMLN_00895	CDS	444	rplM			50S ribosomal protein L13
OGOEKMLN_00896	CDS	393	rpsI		COG0103	30S ribosomal protein S9
OGOEKMLN_00897	CDS	960	purR_1		COG1609	HTH-type transcriptional repressor PurR
OGOEKMLN_00898	CDS	909	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
OGOEKMLN_00899	CDS	390	rbsD	5.4.99.62	COG1869	D-ribose pyranase
OGOEKMLN_00900	CDS	1479	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
OGOEKMLN_00901	CDS	942	rbsC		COG1172	Ribose import permease protein RbsC
OGOEKMLN_00902	CDS	927	rbsB		COG1879	Ribose import binding protein RbsB
OGOEKMLN_00903	CDS	2046				hypothetical protein
OGOEKMLN_00904	CDS	291				hypothetical protein
OGOEKMLN_00905	CDS	669				hypothetical protein
OGOEKMLN_00906	CDS	843	aptA	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
OGOEKMLN_00907	CDS	921	aptB	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
OGOEKMLN_00908	CDS	936		1.6.5.11	COG2070	NADH:quinone reductase
OGOEKMLN_00909	CDS	882	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
OGOEKMLN_00910	CDS	1371	ktrB		COG0168	Ktr system potassium uptake protein B
OGOEKMLN_00911	CDS	663	ktrA		COG0569	Ktr system potassium uptake protein A
OGOEKMLN_00912	CDS	687				hypothetical protein
OGOEKMLN_00913	CDS	723				hypothetical protein
OGOEKMLN_00914	CDS	1140	dapE_2	3.5.1.18		putative succinyl-diaminopimelate desuccinylase
OGOEKMLN_00915	CDS	669	tenA_2	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
OGOEKMLN_00916	CDS	441			COG3279	putative HTH-type transcriptional regulator
OGOEKMLN_00917	CDS	426				hypothetical protein
OGOEKMLN_00918	CDS	750	nrtD	7.3.2.4	COG1116	Nitrate import ATP-binding protein NrtD
OGOEKMLN_00919	CDS	774	ribX			Riboflavin transport system permease protein RibX
OGOEKMLN_00920	CDS	1056	thiY		COG0715	Formylaminopyrimidine-binding protein
OGOEKMLN_00921	CDS	780	natA	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
OGOEKMLN_00922	CDS	738				hypothetical protein
OGOEKMLN_00923	CDS	726				hypothetical protein
OGOEKMLN_00924	CDS	750				hypothetical protein
OGOEKMLN_00925	CDS	918	bcrA_5			Bacitracin transport ATP-binding protein BcrA
OGOEKMLN_00926	CDS	234				hypothetical protein
OGOEKMLN_00927	CDS	861	hchA	3.1.2.-		Protein/nucleic acid deglycase HchA
OGOEKMLN_00928	CDS	171				hypothetical protein
OGOEKMLN_00929	CDS	468				hypothetical protein
OGOEKMLN_00930	CDS	768	yjjP		COG2966	Inner membrane protein YjjP
OGOEKMLN_00931	CDS	876	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
OGOEKMLN_00932	CDS	696	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
OGOEKMLN_00933	CDS	720	nagR		COG2188	HTH-type transcriptional repressor NagR
OGOEKMLN_00934	CDS	1167	agaS	3.5.99.-	COG2222	D-galactosamine-6-phosphate deaminase AgaS
OGOEKMLN_00935	CDS	243	lacD	4.1.2.40		Tagatose 1,6-diphosphate aldolase
OGOEKMLN_00936	CDS	315				hypothetical protein
OGOEKMLN_00937	CDS	678				hypothetical protein
OGOEKMLN_00938	CDS	1365	mgtE_1		COG2239	Magnesium transporter MgtE
OGOEKMLN_00939	CDS	684				hypothetical protein
OGOEKMLN_00940	CDS	402				hypothetical protein
OGOEKMLN_00941	CDS	900		7.6.2.-	COG1131	Multidrug efflux system ATP-binding protein
OGOEKMLN_00942	CDS	1275	yhaP		COG1668	putative protein YhaP
OGOEKMLN_00943	CDS	1194	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
OGOEKMLN_00944	CDS	711				hypothetical protein
OGOEKMLN_00945	CDS	1143	garK	2.7.1.165	COG1929	Glycerate 2-kinase
OGOEKMLN_00946	CDS	1263	gntP		COG2610	High-affinity gluconate transporter
OGOEKMLN_00947	CDS	1074	cdaR_2		COG3835	Carbohydrate diacid regulator
OGOEKMLN_00948	CDS	921				hypothetical protein
OGOEKMLN_00949	CDS	927	rihC	3.2.-.-	COG1957	Non-specific ribonucleoside hydrolase RihC
OGOEKMLN_00950	CDS	804	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
OGOEKMLN_00951	CDS	708	znuC	7.2.2.-	COG1121	High-affinity zinc uptake system ATP-binding protein ZnuC
OGOEKMLN_00952	CDS	1269				hypothetical protein
OGOEKMLN_00953	CDS	288	veg		COG4466	Protein Veg
OGOEKMLN_00954	CDS	699				hypothetical protein
OGOEKMLN_00955	CDS	720				hypothetical protein
OGOEKMLN_00956	CDS	1329	argS_1	6.1.1.19	COG0018	Arginine--tRNA ligase
OGOEKMLN_00957	CDS	948	arcC1	2.7.2.2		Carbamate kinase 1
OGOEKMLN_00958	CDS	1338		3.4.13.-		Putative dipeptidase
OGOEKMLN_00959	CDS	1494				hypothetical protein
OGOEKMLN_00960	CDS	1005	arcB	2.1.3.3		Ornithine carbamoyltransferase, catabolic
OGOEKMLN_00961	tRNA	75				tRNA-Met(cat)
OGOEKMLN_00962	tRNA	90				tRNA-Ser(tga)
OGOEKMLN_00963	tRNA	72				tRNA-Glu(ttc)
OGOEKMLN_00964	tRNA	76				tRNA-Ile(gat)
OGOEKMLN_00965	tRNA	71				tRNA-Gly(tcc)
OGOEKMLN_00966	tRNA	74				tRNA-Met(cat)
OGOEKMLN_00967	tRNA	76				tRNA-Met(cat)
OGOEKMLN_00968	tRNA	74				tRNA-Pro(tgg)
OGOEKMLN_00969	tRNA	76				tRNA-Arg(acg)
OGOEKMLN_00970	tRNA	87				tRNA-Leu(taa)
OGOEKMLN_00971	rRNA	111				5S ribosomal RNA
OGOEKMLN_00972	tRNA	73				tRNA-Lys(ttt)
OGOEKMLN_00973	tRNA	73				tRNA-Val(tac)
OGOEKMLN_00974	rRNA	111				5S ribosomal RNA
OGOEKMLN_00975	CDS	93				hypothetical protein
OGOEKMLN_00976	CDS	615				hypothetical protein
OGOEKMLN_00977	CDS	228				hypothetical protein
OGOEKMLN_00978	CDS	711	deoD	2.4.2.1		Purine nucleoside phosphorylase DeoD-type
OGOEKMLN_00979	CDS	1473	ctpA	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpA
OGOEKMLN_00980	CDS	618	spsB	3.4.21.89	COG0681	Signal peptidase IB
OGOEKMLN_00981	CDS	873	rbgA		COG1161	Ribosome biogenesis GTPase A
OGOEKMLN_00982	CDS	774	rnhB	3.1.26.4	COG0164	Ribonuclease HII
OGOEKMLN_00983	CDS	975				hypothetical protein
OGOEKMLN_00984	CDS	888				hypothetical protein
OGOEKMLN_00985	CDS	810	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
OGOEKMLN_00986	CDS	441				hypothetical protein
OGOEKMLN_00987	CDS	834	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
OGOEKMLN_00988	CDS	321				hypothetical protein
OGOEKMLN_00989	CDS	666				hypothetical protein
OGOEKMLN_00990	CDS	1143				hypothetical protein
OGOEKMLN_00991	CDS	852				hypothetical protein
OGOEKMLN_00992	CDS	441				hypothetical protein
OGOEKMLN_00993	CDS	624				hypothetical protein
OGOEKMLN_00994	CDS	1239	pepS	3.4.11.-	COG2309	Aminopeptidase PepS
OGOEKMLN_00995	CDS	447				hypothetical protein
OGOEKMLN_00996	CDS	348				hypothetical protein
OGOEKMLN_00997	CDS	231				hypothetical protein
OGOEKMLN_00998	CDS	288				hypothetical protein
OGOEKMLN_00999	CDS	507				hypothetical protein
OGOEKMLN_01000	CDS	204				hypothetical protein
OGOEKMLN_01001	CDS	597	plsY	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
OGOEKMLN_01002	CDS	2004	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
OGOEKMLN_01003	CDS	2472	parC	5.6.2.2	COG0188	DNA topoisomerase 4 subunit A
OGOEKMLN_01004	CDS	747	pflA	1.97.1.4		Pyruvate formate-lyase-activating enzyme
OGOEKMLN_01005	CDS	930	ppaC	3.6.1.1	COG1227	Manganese-dependent inorganic pyrophosphatase
OGOEKMLN_01006	CDS	1218				hypothetical protein
OGOEKMLN_01007	tRNA	75				tRNA-Phe(gaa)
OGOEKMLN_01008	CDS	882	mneS		COG0053	Manganese efflux system protein MneS
OGOEKMLN_01009	CDS	1482	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
OGOEKMLN_01010	CDS	975	yclN		COG4606	Petrobactin import system permease protein YclN
OGOEKMLN_01011	CDS	963	yclO		COG4605	Petrobactin import system permease protein YclO
OGOEKMLN_01012	CDS	756	yclP_1	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
OGOEKMLN_01013	CDS	1110	ald	1.4.1.1	COG0686	Alanine dehydrogenase
OGOEKMLN_01014	CDS	639				hypothetical protein
OGOEKMLN_01015	CDS	1134	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
OGOEKMLN_01016	CDS	1119				hypothetical protein
OGOEKMLN_01017	CDS	531				hypothetical protein
OGOEKMLN_01018	CDS	2346	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
OGOEKMLN_01019	CDS	1341				hypothetical protein
OGOEKMLN_01020	CDS	891	ngcF_2		COG1175	Diacetylchitobiose uptake system permease protein NgcF
OGOEKMLN_01021	CDS	828	ngcG_2		COG0395	Diacetylchitobiose uptake system permease protein NgcG
OGOEKMLN_01022	CDS	1032	exuR		COG1609	putative HTH-type transcriptional repressor ExuR
OGOEKMLN_01023	CDS	1068	gfo	1.1.99.28		Glucose--fructose oxidoreductase
OGOEKMLN_01024	CDS	969				hypothetical protein
OGOEKMLN_01025	CDS	1035	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
OGOEKMLN_01026	CDS	669	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
OGOEKMLN_01027	CDS	606	rpsD		COG0522	30S ribosomal protein S4
OGOEKMLN_01028	CDS	447	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
OGOEKMLN_01029	CDS	1704	ezrA		COG4477	Septation ring formation regulator EzrA
OGOEKMLN_01030	CDS	1149	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
OGOEKMLN_01031	CDS	1224	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
OGOEKMLN_01032	CDS	2658	valS	6.1.1.9		Valine--tRNA ligase
OGOEKMLN_01033	CDS	651	cbbY	3.1.3.-	COG0637	Protein CbbY
OGOEKMLN_01034	CDS	510				hypothetical protein
OGOEKMLN_01035	CDS	774	liaF		COG4758	Protein LiaF
OGOEKMLN_01036	CDS	1059				hypothetical protein
OGOEKMLN_01037	CDS	636	liaR		COG2197	Transcriptional regulatory protein LiaR
OGOEKMLN_01038	CDS	1674	rnjA	3.1.-.-	COG0595	Ribonuclease J1
OGOEKMLN_01039	CDS	840	thiD_1	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
OGOEKMLN_01040	CDS	159				hypothetical protein
OGOEKMLN_01041	CDS	1590	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
OGOEKMLN_01042	CDS	705	bcrA_6			Bacitracin transport ATP-binding protein BcrA
OGOEKMLN_01043	CDS	753				hypothetical protein
OGOEKMLN_01044	CDS	714				hypothetical protein
OGOEKMLN_01045	CDS	669	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
OGOEKMLN_01046	CDS	1338				hypothetical protein
OGOEKMLN_01047	CDS	1284				hypothetical protein
OGOEKMLN_01048	CDS	918	psuG	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
OGOEKMLN_01049	CDS	1113	RBKS	2.7.1.15		Ribokinase
OGOEKMLN_01050	CDS	2010	licR		COG1762	putative licABCH operon regulator
OGOEKMLN_01051	CDS	306	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
OGOEKMLN_01052	CDS	312	lacF_1			PTS system lactose-specific EIIA component
OGOEKMLN_01053	CDS	1713	lacE			PTS system lactose-specific EIICB component
OGOEKMLN_01054	CDS	1425	lacG	3.2.1.85		6-phospho-beta-galactosidase
OGOEKMLN_01055	CDS	1017	adhA	1.1.1.1		Alcohol dehydrogenase 1
OGOEKMLN_01056	CDS	939	lacC_2	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
OGOEKMLN_01057	CDS	3930				hypothetical protein
OGOEKMLN_01058	CDS	6543				hypothetical protein
OGOEKMLN_01059	CDS	5406				hypothetical protein
OGOEKMLN_01060	CDS	1332	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
OGOEKMLN_01061	CDS	1191	dapX	2.6.1.-	COG0436	putative N-acetyl-LL-diaminopimelate aminotransferase
OGOEKMLN_01062	CDS	1389	tcyP_2		COG1823	L-cystine uptake protein TcyP
OGOEKMLN_01063	CDS	894	rbsK	2.7.1.15	COG0524	Ribokinase
OGOEKMLN_01064	CDS	573	def2	3.5.1.88	COG0242	Peptide deformylase 2
OGOEKMLN_01065	CDS	1167	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
OGOEKMLN_01066	CDS	984	pdhB	1.2.4.1	COG0022	Pyruvate dehydrogenase E1 component subunit beta
OGOEKMLN_01067	CDS	1356	pdhC	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
OGOEKMLN_01068	CDS	1413	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
OGOEKMLN_01069	CDS	777	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
OGOEKMLN_01070	CDS	1833	typA		COG1217	GTP-binding protein TypA/BipA
OGOEKMLN_01071	CDS	288				hypothetical protein
OGOEKMLN_01072	CDS	330				hypothetical protein
